VOLUNTEER QUALITY CONTROL
                      volunteer_id       bias   scatter  n_overlap  teolixx_mean_count  relative_scatter
                         kaymac127   0.176471  0.528594         17            3.882353          0.136153
not-logged-in-082b6d7beb2c5c53fae8  -0.250000  1.258306          4            9.250000          0.136033
                            cjf021  -0.285714  0.755929          7            5.571429          0.135680
not-logged-in-eeb1a572cf5d32623f31  -3.000000  1.414214          2           10.500000          0.134687
                           Avealis   1.000000  1.414214          2           10.500000          0.134687
                       ayushsingh_   1.000000  1.414214          2           10.500000          0.134687
                         Mehak3802  -0.200000  1.095445          5            8.200000          0.133591
                   Erickson2153382  -0.500000  1.000000          4            7.500000          0.133333
                     Gustavovdiaz1  -0.250000  0.500000          4            3.750000          0.133333
                    Gregory.Egbert   0.500000  1.000000          4            7.500000          0.133333
                        looramaria   0.250000  0.500000          4            3.750000          0.133333
                       clemfortune  -1.666667  0.577350          3            4.333333          0.133235
not-logged-in-79fd6826602ee951cc0f  -0.333333  0.577350          3            4.333333          0.133235
                          sobolk26  -0.333333  0.577350          3            4.333333          0.133235
                             _MAC_   0.666667  0.577350          3            4.333333          0.133235
                pArMaGnUs_UtEp716_   1.333333  0.577350          3            4.333333          0.133235
                  Devyn_Desselle07  -0.400000  0.894427          5            6.800000          0.131533
                        AllanAmaro   0.000000  0.471405         10            3.600000          0.130946
                          kenleigh   0.000000  0.577350          7            4.428571          0.130369
                           frannyh   1.000000  1.732051          3           13.333333          0.129904
                        WYZZ-Yoshi  -0.142857  1.406422         14           10.857143          0.129539
                      clark2123730   0.500000  0.707107          2            5.500000          0.128565
                       indigodinks  -1.500000  0.707107          2            5.500000          0.128565
                   testingsunspots   1.500000  0.707107          2            5.500000          0.128565
not-logged-in-1a9fca802ba5ac64b6bb  -0.500000  0.707107          2            5.500000          0.128565
                       LazoScience  -0.500000  0.707107          2            5.500000          0.128565
not-logged-in-a38e69764e8a26544e4a   0.500000  0.707107          2            5.500000          0.128565
not-logged-in-0c1f1eb1a2867f097e48  -0.500000  0.707107          2            5.500000          0.128565
not-logged-in-e0713f276580e73e7aae   0.500000  0.707107          2            5.500000          0.128565
not-logged-in-e988a6305215a868f0c5  -0.500000  0.707107          2            5.500000          0.128565
                          optimus1   0.000000  1.414214          2           11.000000          0.128565
                     samanthafrick  -0.500000  0.707107          2            5.500000          0.128565
                           mimalou   0.500000  0.707107          2            5.500000          0.128565
                   deleted-2357418   0.000000  1.414214          2           11.000000          0.128565
not-logged-in-60a69dd7101349eb1cea   0.000000  1.414214          2           11.000000          0.128565
not-logged-in-cafdbd4ef62abbd19fe6  -3.500000  0.707107          2            5.500000          0.128565
not-logged-in-f8181d297ca02ad36ad0  -0.250000  0.353553          2            2.750000          0.128565
                         SihyunKim  -0.500000  0.707107          2            5.500000          0.128565
                            maxyt2  -0.500000  0.707107          2            5.500000          0.128565
                           Sheadly  -0.500000  0.707107          2            5.500000          0.128565
not-logged-in-ea75ffe7767c6a071d86  -0.500000  0.577350          4            4.500000          0.128300
                       daisymayhem  -0.444444  0.726483          9            5.666667          0.128203
                       angela2chen   0.333333  0.707107          9            5.555556          0.127279
              officialrachaelbaker  -0.285714  0.487950          7            3.857143          0.126506
                       josephunruh   0.000000  1.000000          3            8.000000          0.125000
                        daviscitro  -2.500000  2.121320          2           17.000000          0.124784
                              Hard  -0.333333  0.577350          3            4.666667          0.123718
not-logged-in-b2fd09512060d52bd4ff  -0.666667  0.577350          3            4.666667          0.123718
                             nedia   0.333333  0.577350          3            4.666667          0.123718
                    David.Flancman  -0.666667  0.577350          3            4.666667          0.123718
                         BellaE123  -1.000000  1.414214          2           11.500000          0.122975
                            hi_5__  -1.000000  1.414214          2           11.500000          0.122975
                         Palmer231   4.000000  1.414214          2           11.500000          0.122975
                      addisondavis  -0.250000  0.886405          8            7.250000          0.122263
not-logged-in-55c8fd04d62626cd008f   0.166667  0.752773          6            6.166667          0.122071
                          jams4sox  -0.500000  0.577350          4            4.750000          0.121547
                          akwong45   0.333333  1.032796          6            8.500000          0.121505
                        stephb0219  -2.250000  1.707825          4           14.250000          0.119847
                          Mike_Sil   0.000000  0.577350          7            4.857143          0.118866
not-logged-in-1864e9fd23fa20919229   0.500000  0.707107          2            6.000000          0.117851
not-logged-in-e6772d64756331664b44   0.500000  0.707107          2            6.000000          0.117851
not-logged-in-18da7ac3722c2dba11a2   0.500000  0.707107          2            6.000000          0.117851
                   Gracelin.Justin   1.500000  0.707107          2            6.000000          0.117851
                         nmorales4  -1.000000  1.414214          2           12.000000          0.117851
                       cosmicTaryn   1.500000  0.707107          2            6.000000          0.117851
                      joseph_kelly  -0.500000  2.121320          2           18.000000          0.117851
                    Zach_123456789  -0.200000  0.447214          5            3.800000          0.117688
                     VishalM_India   0.200000  0.447214          5            3.800000          0.117688
                          Joyfagan  -1.666667  0.577350          3            5.000000          0.115470
not-logged-in-d92449150ea33bcd8155   0.333333  0.577350          3            5.000000          0.115470
                       Afterain425  -0.666667  1.154701          3           10.000000          0.115470
                            holli3  -0.666667  0.577350          3            5.000000          0.115470
                           gessica  -0.333333  1.154701          3           10.000000          0.115470
not-logged-in-4c69b6cd3638f2354d78  -0.333333  0.516398          6            4.500000          0.114755
                           mtobias  -2.000000  1.414214          2           12.500000          0.113137
not-logged-in-29dd867232edca246bdb  -1.000000  1.414214          2           12.500000          0.113137
                       Aposiopesis   0.166667  0.408248          6            3.666667          0.111340
                         KAdrienne  -0.250000  0.500000          4            4.500000          0.111111
                       TornsKarlis  -2.500000  1.000000          4            9.000000          0.111111
                     amandademster   0.000000  1.000000          3            9.000000          0.111111
not-logged-in-98bd0852bae99140782d  -0.142857  0.377964          7            3.428571          0.110240
not-logged-in-ac18ae85530a648aca7f  -0.500000  0.707107          2            6.500000          0.108786
                  SvetlanaBorisova  -0.500000  0.707107          2            6.500000          0.108786
                          M2152315  -0.500000  0.707107          2            6.500000          0.108786
                         A.brookeb   3.500000  0.707107          2            6.500000          0.108786
                       motigomeman  -0.500000  0.707107          2            6.500000          0.108786
                      anthonyngonz   0.500000  0.707107          2            6.500000          0.108786
not-logged-in-ee79631b27b6c7d76cbb   0.500000  0.707107          2            6.500000          0.108786
                       rachel.duke   0.500000  0.707107          2            6.500000          0.108786
                    Tricomi2120213  -1.500000  0.707107          2            6.500000          0.108786
                            elb23c  -1.500000  0.707107          2            6.500000          0.108786
                        arrowboyyy  -1.000000  1.414214          2           13.000000          0.108786
                     CamomilleNott  -0.500000  0.707107          2            6.500000          0.108786
not-logged-in-313269af73738b3b0510   0.500000  0.707107          2            6.500000          0.108786
                      even.stephen   0.333333  0.577350          3            5.333333          0.108253
                        Jrandall04   1.666667  0.577350          3            5.333333          0.108253
                         dibarra76   0.333333  0.577350          3            5.333333          0.108253
                       jaredvacher  -0.285714  0.755929          7            7.000000          0.107990
                            7Beans   0.200000  0.447214          5            4.200000          0.106479
                         meg.horie  -0.400000  0.894427          5            8.400000          0.106479
not-logged-in-de1e324cc6cf1b597dd8  -1.250000  0.957427          4            9.000000          0.106381
                    mollyreasearch   0.750000  0.957427          4            9.000000          0.106381
                         Betegeuse   2.500000  2.121320          2           20.000000          0.106066
                           barrzac  -0.088235  0.264297         17            2.500000          0.105719
                         SparklesB   0.000000  0.816497          4            7.750000          0.105354
                         Mariusz_W  -0.333333  0.577350          3            5.666667          0.101885
                       LunaSicardi  -0.500000  1.290994          4           12.750000          0.101254
                             pazzz  -2.000000  1.414214          4           14.000000          0.101015
not-logged-in-31ad9fe7ff8f9c9cb5fd   3.500000  0.707107          2            7.000000          0.101015
                           LLBonzo  -0.125000  0.353553          8            3.500000          0.101015
                             Cami_  -0.500000  0.707107          2            7.000000          0.101015
                       Kuhn2165895  -0.500000  0.707107          2            7.000000          0.101015
not-logged-in-9450b427fa28b343c5a5   0.500000  0.707107          2            7.000000          0.101015
                              Tu86  -1.500000  0.707107          2            7.000000          0.101015
                          lmwatts2   0.500000  0.707107          2            7.000000          0.101015
not-logged-in-d404fece509ab28b1393  -3.500000  0.707107          2            7.000000          0.101015
not-logged-in-1fce491a68952c38812f   2.500000  0.707107          2            7.000000          0.101015
                         nawadalla   0.000000  1.414214          2           14.000000          0.101015
                         ToriAlves  -1.000000  1.414214          2           14.000000          0.101015
                 GabrielleMendonca  -5.000000  1.414214          2           14.000000          0.101015
not-logged-in-c6598f1529a508032b64  -3.500000  0.707107          2            7.000000          0.101015
                        peyton4267  -0.500000  0.707107          2            7.000000          0.101015
                          DrAnikin   1.500000  2.121320          2           21.000000          0.101015
                      AleighaEvans  -0.142857  0.690066          7            6.857143          0.100635
                         ssanjidaa  -0.200000  1.095445          5           11.000000          0.099586
                    Victoria.orion   1.333333  1.032796          6           10.500000          0.098361
                        emmajduran   1.750000  1.500000          4           15.250000          0.098361
                     Ysabellgrieve   0.200000  0.447214          5            4.600000          0.097220
                              J2G3  -0.333333  0.516398          6            5.333333          0.096825
                      Staceyann116   0.666667  1.154701          3           12.000000          0.096225
                      marinalather  -0.666667  0.577350          3            6.000000          0.096225
not-logged-in-a282846ed9aca41192a8  -1.333333  1.154701          3           12.000000          0.096225
                             Ludof   0.333333  0.577350          3            6.000000          0.096225
not-logged-in-005a6262114822ae0583  -0.333333  0.577350          3            6.000000          0.096225
                  Wolfgang-Gerhard   0.333333  0.577350          3            6.000000          0.096225
                     davidsonj2210   0.000000  0.816497          4            8.500000          0.096058
                        Stella-csj   0.000000  1.224745          5           12.800000          0.095683
                             Melwa  -0.750000  0.500000          4            5.250000          0.095238
                             Robon   0.250000  0.500000          4            5.250000          0.095238
                     TeresaGolip08  -1.500000  0.707107          2            7.500000          0.094281
not-logged-in-9bee4d51e857d6203e8a  -1.000000  1.414214          2           15.000000          0.094281
                        Bazzmanian  -1.500000  0.707107          2            7.500000          0.094281
                       AmayaTaylor   0.500000  0.707107          2            7.500000          0.094281
                    JoaquinSanchez  -0.250000  0.462910          8            5.000000          0.092582
not-logged-in-a7d57f88beec7fa78224   0.333333  0.577350          3            6.333333          0.091161
                   jeremyBeesinger   0.333333  0.577350          3            6.333333          0.091161
not-logged-in-84894ce3bb30601215f5  -0.333333  0.577350          3            6.333333          0.091161
                         ascarlett  -0.333333  0.577350          3            6.333333          0.091161
                          roshambo  -0.333333  0.577350          3            6.333333          0.091161
                          ginachio   0.000000  1.000000          3           11.000000          0.090909
                          cfoster1  -1.333333  1.154701          3           13.000000          0.088823
                    CharviSinghria   0.500000  0.707107          2            8.000000          0.088388
not-logged-in-98abccea09ee628db3e7  -0.500000  0.707107          2            8.000000          0.088388
                           rafiqms  -3.500000  0.707107          2            8.000000          0.088388
                  ryansciencestuff  -0.500000  0.707107          2            8.000000          0.088388
                          prajritj   0.500000  0.707107          2            8.000000          0.088388
not-logged-in-73d045da23581e20ac04  -0.125000  0.629153          4            7.125000          0.088302
not-logged-in-76e4122a9251601578c8   0.250000  0.500000          4            5.750000          0.086957
                       AstridK3d1M   0.333333  0.577350          3            6.666667          0.086603
                     Dariussomrack   0.666667  0.577350          3            6.666667          0.086603
                       LilyGrosser   0.200000  0.447214          5            5.200000          0.086003
                       hannahwhipp   0.000000  1.414214          2           16.500000          0.085710
not-logged-in-bee08e8dbddc16bb492b   3.500000  0.707107          2            8.500000          0.083189
                            dearal   1.500000  0.707107          2            8.500000          0.083189
                      annavirginia   0.000000  1.414214          2           17.000000          0.083189
not-logged-in-2b58d647bdf7a64ec2a6   1.500000  0.707107          2            8.500000          0.083189
not-logged-in-cd9d8b4064aae6c39ab2   0.500000  0.707107          2            8.500000          0.083189
                         Alaysha00  -0.333333  0.577350          3            7.000000          0.082479
not-logged-in-6eb9e1f2f9985b6e013d   0.200000  0.447214          5            5.600000          0.079860
not-logged-in-dc136b22baad3b23ce11   1.200000  0.447214          5            5.600000          0.079860
                  BrooklynSchwandt   0.000000  0.577350          7            7.285714          0.079244
not-logged-in-e33a8929e0105545210f   0.333333  0.577350          3            7.333333          0.078730
                          Emilyb08   2.500000  0.707107          2            9.000000          0.078567
                         CB.219006   0.500000  0.707107          2            9.000000          0.078567
not-logged-in-dd138c2b44ee416ab9e2   0.500000  0.707107          2            9.000000          0.078567
                        ksmith1389   0.500000  0.707107          2            9.000000          0.078567
                             kat_c  -0.500000  0.707107          2            9.000000          0.078567
                     Verizon-kdahl   1.000000  1.224745          5           15.600000          0.078509
                      michaelross_  -0.750000  0.957427          4           12.250000          0.078157
                     Feasterrachel   0.600000  0.547723          5            7.200000          0.076073
                       HerrNatrium   0.250000  0.462910          8            6.125000          0.075577
                             Nad1a   0.500000  0.707107          2            9.500000          0.074432
                           diegohp  -7.500000  0.707107          2            9.500000          0.074432
                          adegu011   5.500000  0.707107          2            9.500000          0.074432
not-logged-in-a57eeaf4eddd992bc103   0.500000  0.707107          2            9.500000          0.074432
not-logged-in-cd2e7ba74ccf2719bb23  -2.500000  0.707107          2            9.500000          0.074432
not-logged-in-a4e74a9c5d9d724e5025   0.500000  0.707107          2            9.500000          0.074432
                         dthesenga   0.250000  0.500000          4            6.750000          0.074074
                       kayemiller3   1.000000  0.816497          4           11.250000          0.072577
                   CordeliaWhitman  -0.333333  0.577350          3            8.000000          0.072169
not-logged-in-121ac075f09866db3c7b   0.200000  0.447214          5            6.200000          0.072131
                  lovebionicle2001  -0.142857  0.377964          7            5.285714          0.071507
                      maddiegentry  -0.250000  0.500000          4            7.000000          0.071429
                        Chiikawa03  -1.500000  0.707107          2           10.000000          0.070711
                         AnnBrowne   1.500000  0.707107          2           10.000000          0.070711
                          VZSteveC  -0.500000  0.707107          2           10.000000          0.070711
                       lukedraeken  -0.500000  0.707107          2           10.000000          0.070711
                         Xiphosura  -2.500000  0.707107          2           10.000000          0.070711
                 ChristiaanHowland  -1.000000  1.000000          3           14.666667          0.068182
not-logged-in-fe1e6319a1eef8aac8ac  -2.500000  0.707107          2           10.500000          0.067344
                           2213968   0.500000  0.707107          2           10.500000          0.067344
                          KHaftner   0.500000  0.577350          4            8.750000          0.065983
                          rtobin48  -1.500000  0.707107          2           11.000000          0.064282
                         ashlynnrw   1.000000  1.414214          2           22.500000          0.062854
                        tequesta35  -0.500000  0.707107          2           11.500000          0.061488
                      mbrodowski22  -0.500000  0.707107          2           11.500000          0.061488
                         ZINAXXDEK  -2.500000  0.707107          2           11.500000          0.061488
                       AgnesKwon25   0.333333  0.577350          3            9.666667          0.059726
                       Jennie12345  -1.333333  0.577350          3            9.666667          0.059726
                        Soumik_Nag   1.500000  0.707107          2           12.000000          0.058926
                           Jadeejj  -3.500000  0.707107          2           12.000000          0.058926
                      bradfisher99   0.666667  1.154701          3           19.666667          0.058714
                       adastronomy  -0.333333  0.577350          3           10.000000          0.057735
                          Ash_1207  -0.500000  0.707107          2           12.500000          0.056569
not-logged-in-91b63367886eb1277449   0.500000  0.707107          2           12.500000          0.056569
not-logged-in-3d9f1dd2447f03f8a0c0   1.500000  0.707107          2           12.500000          0.056569
not-logged-in-eca9758004b53f559d66   0.500000  0.577350          4           10.250000          0.056327
                       jessica0118   0.333333  0.577350          3           10.333333          0.055873
                            alr21o  -0.500000  0.707107          2           13.000000          0.054393
                       mercedest99  -1.500000  0.707107          2           13.000000          0.054393
                             sofar   0.111111  0.333333          9            6.333333          0.052632
                    Vial-Of-Ghosts  -0.250000  0.500000          4            9.500000          0.052632
not-logged-in-a01b3f04524e44ebbd89  -3.500000  0.707107          2           13.500000          0.052378
                         jitenjitu  -1.250000  0.353553          2            6.750000          0.052378
                           PalomaM   0.500000  0.707107          2           14.000000          0.050508
not-logged-in-0ddaffd05faeb85e2f97  -0.500000  0.707107          2           14.000000          0.050508
                        AndreaCise  -1.500000  0.707107          2           14.000000          0.050508
                       Yas_almeida  -1.500000  0.707107          2           14.000000          0.050508
                       gigilarocca   1.500000  0.707107          2           14.000000          0.050508
                          nivi1255   0.500000  0.707107          2           14.500000          0.048766
                        lokkee_lam   0.500000  0.707107          2           14.500000          0.048766
                           shane22   0.500000  0.577350          4           13.000000          0.044412
                         JasonEDow   0.500000  0.707107          2           17.000000          0.041595
                        UriahMuniz  -0.500000  0.707107          2           18.500000          0.038222
not-logged-in-ad983194fb0307e032b4  -3.500000  0.707107          2           19.500000          0.036262
                        mamorisdmt   3.666667  0.577350          3           23.666667          0.024395
not-logged-in-38ac2cd6d5c7f8cd5e30   0.100000  0.223607          5            9.700000          0.023052
not-logged-in-c49d9bea53a03f12e926  -1.000000  0.000000          1            4.000000          0.000000
not-logged-in-c3e692f4eadb61e5b4dc  -4.000000  0.000000          1           11.000000          0.000000
                          JGreen80   2.000000  0.000000          1            1.000000          0.000000
                            JENLIN   1.000000  0.000000          1            3.000000          0.000000
not-logged-in-c3e3835abf010f26e107  -1.000000  0.000000          1            2.000000          0.000000
not-logged-in-c3df6b642396331d2caa   4.000000  0.000000          1           26.000000          0.000000
not-logged-in-c3bd6c0ed189f783161a   0.000000  0.000000          2            4.500000          0.000000
                         AmeliaGir   2.000000  0.000000          1            2.000000          0.000000
                             JCoop   0.000000  0.000000          1            1.000000          0.000000
                           DallasL   0.000000  0.000000          1            1.000000          0.000000
not-logged-in-c3b16a651b7b4b716556   0.000000  0.000000          1            2.000000          0.000000
                        Ameamaichu   0.000000  0.000000          1            2.000000          0.000000
                              JCAH   1.000000  0.000000          1           14.000000          0.000000
                          JMailo73   9.000000  0.000000          1            4.000000          0.000000
                        JMappinMan   0.000000  0.000000          1            1.000000          0.000000
                               tds   1.000000  0.000000          1            3.000000          0.000000
                    AmayaChicharro  -1.000000  0.000000          1            5.000000          0.000000
                        Amandaclee   0.000000  0.000000          2            1.000000          0.000000
                         Amandable   1.000000  0.000000          1            3.000000          0.000000
not-logged-in-c3497b5fc106d1bebee2  -2.000000  0.000000          1           15.000000          0.000000
                      tester291927  -9.000000  0.000000          1           20.000000          0.000000
                            teyafc  -6.000000  0.000000          1           21.000000          0.000000
                        JRocSmooth   0.000000  0.000000          2            2.000000          0.000000
not-logged-in-c2eb4a66172ff71c292f   0.000000  0.000000          1            2.000000          0.000000
not-logged-in-c2561c1a500c5950e81d   1.000000  0.000000          1            3.000000          0.000000
not-logged-in-c4df0c28f116f6bbf8e3  -1.000000  0.000000          1            9.000000          0.000000
                          tbelk001   1.000000  0.000000          1            1.000000          0.000000
                      JBzooniverse   0.000000  0.000000          1            4.000000          0.000000
                             Amolm   0.000000  0.000000          2            1.000000          0.000000
not-logged-in-c79991e455893c958830   1.000000  0.000000          1            2.000000          0.000000
not-logged-in-c791ca6b96c0e4e36020  -1.000000  0.000000          1           10.000000          0.000000
not-logged-in-c78fc65af10d161b3224  -2.000000  0.000000          1            3.000000          0.000000
                          IrisWang   3.000000  0.000000          1            1.000000          0.000000
not-logged-in-c76fd4206439e405786f   2.000000  0.000000          1            4.000000          0.000000
                            Irixib  -4.000000  0.000000          1           17.000000          0.000000
                        tasneemtrb   5.000000  0.000000          1            8.000000          0.000000
                          AmruthaR   0.000000  0.000000          1            1.000000          0.000000
           Isabella_Bloomberg_ENTS  -1.000000  0.000000          1            5.000000          0.000000
                         tayann103   6.000000  0.000000          2            7.000000          0.000000
                          Amonreii   5.000000  0.000000          1           21.000000          0.000000
                         ItsMhmdZA   4.000000  0.000000          1            2.000000          0.000000
not-logged-in-c56effb5541e3492b2bb   0.000000  0.000000          1            1.000000          0.000000
                      IvanConcon21   0.000000  0.000000          1            2.000000          0.000000
not-logged-in-c62c4d70cad3cc352c00  -6.000000  0.000000          2            8.500000          0.000000
                      tbaughman.03   0.000000  0.000000          1            5.000000          0.000000
                       JAGADEESH97   0.000000  0.000000          1            3.000000          0.000000
not-logged-in-c5e9bf26b1542bd6ba05  -7.000000  0.000000          1           32.000000          0.000000
not-logged-in-c5e7ace9e164825fc9fa   0.000000  0.000000          1            1.000000          0.000000
not-logged-in-c5e60cb59701c687ed99   0.000000  0.000000          1            1.000000          0.000000
not-logged-in-c5cb70f4eb3b6d744c14   2.000000  0.000000          1           15.000000          0.000000
                        tfarrell22   0.000000  0.000000          1            1.000000          0.000000
not-logged-in-c57c5bead656570e40c7   1.000000  0.000000          1            1.000000          0.000000
                            JAtnes   0.000000  0.000000          3            2.333333          0.000000
not-logged-in-c2322dd3e39ba8028105  -4.000000  0.000000          1            8.000000          0.000000
                              Alzz   0.000000  0.000000          1            3.000000          0.000000
                           JackC01  -1.000000  0.000000          1            6.000000          0.000000
                       tonysellors   0.000000  0.000000          3            4.000000          0.000000
not-logged-in-beb4beef3ce12c418afd   0.000000  0.000000          1            1.000000          0.000000
not-logged-in-bea682d4d2a0cd27dd3a   0.000000  0.000000          1            5.000000          0.000000
                           AlexDan   2.000000  0.000000          1            9.000000          0.000000
                           tlerant   7.000000  0.000000          1            3.000000          0.000000
                       tlynntalley   0.000000  0.000000          1            1.000000          0.000000
                   Alessandro52132   0.000000  0.000000          1            1.000000          0.000000
not-logged-in-bdf48ca52c4a68978e29   0.000000  0.000000          1            1.000000          0.000000
                           Albarut  -1.000000  0.000000          1            6.000000          0.000000
                             JakkV  -7.000000  0.000000          1           26.000000          0.000000
                         JamJamJam  -2.000000  0.000000          2            9.000000          0.000000
                    JamieGillespie   0.000000  0.000000          3           12.000000          0.000000
not-logged-in-bd5ab119445e19f56734   0.000000  0.000000          1            1.000000          0.000000
not-logged-in-bd36af38dc745bfc02a6 -10.000000  0.000000          1           30.000000          0.000000
                        AlaskaDave   1.000000  0.000000          1            1.000000          0.000000
             tjlovesfunhotmail.com  -5.000000  0.000000          1           10.000000          0.000000
                            AlanaR  -6.000000  0.000000          1            8.000000          0.000000
                      JasonTFusaro  -1.000000  0.000000          1            9.000000          0.000000
not-logged-in-bcba670068f6a8aae6a6  -8.000000  0.000000          1           10.000000          0.000000
                       tphillips22  -2.000000  0.000000          1           14.000000          0.000000
                         tpierce89   1.000000  0.000000          1            1.000000          0.000000
                      traciinmarin   4.000000  0.000000          1            1.000000          0.000000
                          Aireonna   0.000000  0.000000          1            2.000000          0.000000
                         Jayholly4   5.000000  0.000000          1           12.000000          0.000000
not-logged-in-bb966678d89f5a666cda  -1.000000  0.000000          1            1.000000          0.000000
                      treebeard236   0.000000  0.000000          1            5.000000          0.000000
not-logged-in-bb2eed040c0ce19a97f9   0.000000  0.000000          1           17.000000          0.000000
not-logged-in-bb111ab51573f5ba82ea   7.000000  0.000000          1            1.000000          0.000000
                            trk003   1.000000  0.000000          2            3.000000          0.000000
not-logged-in-bec7b27a73adc93be675   0.000000  0.000000          1            6.000000          0.000000
not-logged-in-becc3799392137786a73   0.000000  0.000000          1            2.000000          0.000000
not-logged-in-c200abed4425e7c35998  -9.000000  0.000000          1           22.000000          0.000000
                           AlleG22   1.000000  0.000000          1            8.000000          0.000000
not-logged-in-c7bca55768df848954b8  -5.000000  0.000000          1           17.000000          0.000000
                          Alyssa_M   0.000000  0.000000          1            1.000000          0.000000
                            the354   0.000000  0.000000          1            4.000000          0.000000
                         AlwynTong   0.000000  0.000000          1            1.000000          0.000000
                        thejhonnie   1.000000  0.000000          1            2.000000          0.000000
                        JackKeller  36.000000  0.000000          1            7.000000          0.000000
                      thelittlefox  -3.000000  0.000000          1           10.000000          0.000000
                             ther1   2.000000  0.000000          1           11.000000          0.000000
                          Alleebee   0.000000  0.000000          2            2.000000          0.000000
not-logged-in-c17d190c5a0daca1f393  -4.000000  0.000000          1           22.000000          0.000000
               theveryworstmonster   4.000000  0.000000          1            5.000000          0.000000
not-logged-in-c1295c2b35c0df6edd98   1.000000  0.000000          1            3.000000          0.000000
not-logged-in-c0ec476e4a802c0f9020 -10.000000  0.000000          1           14.000000          0.000000
                            Jaco_k   0.000000  0.000000          2            7.000000          0.000000
                         AlexTiffe   4.000000  0.000000          1            2.000000          0.000000
not-logged-in-c079dfcf25c777413252  -3.000000  0.000000          1            8.000000          0.000000
                       thomasj2212  -2.000000  0.000000          1            8.000000          0.000000
                    thunderdavis44   1.000000  0.000000          1            4.000000          0.000000
not-logged-in-c06bce320f494785cc4b  -8.000000  0.000000          1           20.000000          0.000000
not-logged-in-c039f8c25ba262529937 -10.000000  0.000000          1           22.000000          0.000000
                        Alexpowe56   1.000000  0.000000          1            5.000000          0.000000
                    Alexander_bell   0.000000  0.000000          1           10.000000          0.000000
                    Jacob_mckibben   0.000000  0.000000          1           12.000000          0.000000
                      Alexander210   1.000000  0.000000          1            1.000000          0.000000
not-logged-in-c007aaf0b9bcee48a6d4   3.000000  0.000000          1           12.000000          0.000000
                        tjforsythe   0.000000  0.000000          1            2.000000          0.000000
                         JadeBehan   0.000000  0.000000          1            1.000000          0.000000
                          tjfrader   0.000000  0.000000          2            1.500000          0.000000
not-logged-in-c7a15880f1b0e8d3b9f4   2.000000  0.000000          1            2.000000          0.000000
                            tallia   0.500000  0.000000          1            3.500000          0.000000
not-logged-in-c7c614eb80d9437abf42  -4.000000  0.000000          1            6.000000          0.000000
                          AnnaG234 -12.000000  0.000000          1           16.000000          0.000000
                      starfish1116   0.000000  0.000000          2            3.500000          0.000000
                         Hector451   2.000000  0.000000          1            1.000000          0.000000
not-logged-in-d2f72e9a1ee857e199ee  -1.000000  0.000000          1            4.000000          0.000000
                           Helerin   3.000000  0.000000          1           14.000000          0.000000
                            Heliav  -3.000000  0.000000          1           12.000000          0.000000
                        starfury81   2.000000  0.000000          1            2.000000          0.000000
                         Hellinnit   2.000000  0.000000          2            1.500000          0.000000
not-logged-in-d281ff931cbd763e5ffa   1.000000  0.000000          1            1.000000          0.000000
                        starlinunn   2.000000  0.000000          1            1.000000          0.000000
not-logged-in-d278c82bab8a5e5237a8   3.000000  0.000000          1            2.000000          0.000000
                    Henry.Etlinger  -1.000000  0.000000          1            7.000000          0.000000
                       Annapoorani   1.000000  0.000000          1            5.000000          0.000000
                        stellableu   7.000000  0.000000          1            1.000000          0.000000
                         Henrycb02   2.000000  0.000000          2           12.500000          0.000000
not-logged-in-c7d6c2c4415a3538a771   0.000000  0.000000          1            2.000000          0.000000
                  strangehamburger   1.000000  0.000000          1            5.000000          0.000000
not-logged-in-d142421509030688a3c5   0.000000  0.000000          1            1.000000          0.000000
                           strlmon   3.000000  0.000000          1           15.000000          0.000000
                          stsicola  -1.000000  0.000000          2            7.500000          0.000000
            HideyukiMorotomi_Japan   0.000000  0.000000          1            2.000000          0.000000
                        Hieme_1828   0.000000  0.000000          1            5.000000          0.000000
not-logged-in-d0a5f845835c1a958674   4.000000  0.000000          1            8.000000          0.000000
not-logged-in-d0a58c8421287f53892e   0.000000  0.000000          2            2.000000          0.000000
                          Hihi1245  -5.000000  0.000000          1           11.000000          0.000000
not-logged-in-d06a396397468ea3e7f5   0.000000  0.000000          1            2.000000          0.000000
not-logged-in-d054306a5c474f2bd42c   1.000000  0.000000          1            3.000000          0.000000
                           Hirolyn  -2.000000  0.000000          1            3.000000          0.000000
                     stu2413122014   1.000000  0.000000          1            1.000000          0.000000
                        starcastle   1.000000  0.000000          1            2.000000          0.000000
not-logged-in-d320aa4735ccd840c869  18.000000  0.000000          1           26.000000          0.000000
                    HaydeePreciado  -1.000000  0.000000          1            9.000000          0.000000
not-logged-in-d32de545ac085a269503  -8.000000  0.000000          1           12.000000          0.000000
                             Ham06   0.000000  0.000000          1            2.000000          0.000000
                    Anthony_Pierce   0.000000  0.000000          1            1.000000          0.000000
not-logged-in-d71a7d17899da7a291d4  -1.000000  0.000000          1           11.000000          0.000000
not-logged-in-d670f95ad53c345e71aa   0.000000  0.000000          1            1.000000          0.000000
                            Hanhes  -1.000000  0.000000          1            2.000000          0.000000
not-logged-in-d6193dedcd042615a292 -11.000000  0.000000          1           18.000000          0.000000
                        Hanshrneen  -2.000000  0.000000          1            4.000000          0.000000
not-logged-in-d60d6cce4bdcf3ee1291  -3.000000  0.000000          1            5.000000          0.000000
